crm_record_id,lead_id,created_date,lead_source,customer_journey_stage,owner_team,region,lead_count,qualified_lead_flag,opportunity_created,closed_won_count,callback_required,contact_attempts,estimated_pipeline_value_aud,realized_revenue_aud,days_to_contact,days_in_stage,priority_tier
CRM-2026-1205,L-36621,2026-03-22,Partner,New Lead,North Team,VIC,3,0,0,0,0,1,4539.13,,4,6,Low
CRM-2026-1206,L-33887,2026-01-14,Website Form,Closed Lost,North Team,QLD,3,0,0,0,1,7,2014.8,320.94,2,11,Low
CRM-2026-1207,L-70835,2026-03-21,Website Form,Qualified,SMB Team,SA,2,1,0,0,0,3,2619.65,603.48,3,11,Medium
CRM-2026-1208,L-74389,2026-02-07,Email Nurture,New Lead,SMB Team,WA,3,0,0,0,0,2,1464.58,,1,12,Strategic
CRM-2026-1209,L-86208,2026-02-15,Website Form,New Lead,North Team,NSW,3,1,1,0,0,3,1479.71,98.73,3,18,Low
CRM-2026-1210,L-24087,2026-02-17,Website Form,Closed Lost,North Team,VIC,1,1,0,0,0,2,3666.61,,2,9,High
CRM-2026-1211,L-78175,2026-03-25,Outbound,Negotiation,North Team,VIC,2,1,1,0,0,1,1620.08,,2,9,High
CRM-2026-1212,L-66209,2026-03-29,Outbound,Qualified,Enterprise Team,NSW,5,1,0,0,0,2,3968.74,,1,15,Low
CRM-2026-1213,L-89055,2026-03-06,Website Form,Contacted,North Team,SA,2,1,0,0,1,6,3714.93,,0,11,High
CRM-2026-1214,L-18654,2026-01-26,Event,Contacted,North Team,QLD,3,0,0,0,0,2,2836.82,,1,1,High
CRM-2026-1215,L-78165,2026-02-19,Website Form,New Lead,SMB Team,SA,2,0,0,0,0,4,1449.48,,4,4,Medium
CRM-2026-1216,L-96728,2026-01-11,Outbound,Qualified,North Team,SA,3,1,0,0,0,4,0,,2,7,Strategic
CRM-2026-1217,L-25443,2026-04-02,Website Form,Proposal,South Team,NSW,5,1,1,0,1,5,1487.92,107.34,4,10,High
CRM-2026-1218,L-12771,2026-01-21,Event,New Lead,North Team,SA,4,1,0,0,1,10,1191.59,,3,17,Low
CRM-2026-1219,L-89145,2026-03-02,Website Form,Closed Won,North Team,NSW,3,1,1,1,0,7,1140.55,913.57,2,12,Medium
CRM-2026-1220,L-25723,2026-01-11,Event,New Lead,South Team,VIC,4,0,0,0,0,5,2280.95,,1,12,High
CRM-2026-1221,L-19473,2026-04-16,Event,Proposal,North Team,WA,5,1,1,0,0,2,2062.18,,2,14,Medium
CRM-2026-1222,L-89081,2026-04-07,Website Form,Negotiation,Enterprise Team,NSW,6,1,1,0,1,6,1283.38,,0,8,Medium
CRM-2026-1223,L-98093,2026-01-27,Email Nurture,Closed Won,South Team,WA,1,1,1,1,1,10,1746.34,1410.44,2,7,High
CRM-2026-1224,L-75334,2026-04-11,email nurture,Closed Lost,South Team,QLD,5,1,0,0,1,7,,,2,18,Medium
CRM-2026-1225,L-88988,2026-01-09,Partner,Qualified,North Team,QLD,5,1,1,0,0,3,3914.69,,4,14,Strategic
CRM-2026-1226,L-33153,2026-04-11,Website Form,Negotiation,Enterprise Team,NSW,2,1,1,0,0,2,2145.29,374.41,3,13,Medium
CRM-2026-1227,L-75927,2026-03-23,Event,Negotiation,South Team,WA,2,1,1,0,0,5,4916.78,,4,10,Medium
CRM-2026-1228,L-30055,2026-03-18,Email Nurture,Qualified,North Team,WA,7,1,0,0,0,2,2235.94,,2,9,Medium
CRM-2026-1229,L-96110,2026-02-11,Referral,Proposal,SMB Team,SA,4,1,1,0,0,2,5443.69,615.09,2,11,Low
CRM-2026-1230,L-18108,2026-01-17,Partner,Negotiation,Enterprise Team,NSW,2,1,1,0,1,4,4918.17,830.5,5,12,Medium
CRM-2026-1231,L-25848,2026-02-10,Referral,Contacted,North Team,WA,4,1,1,0,0,2,7123.47,,3,15,Medium
CRM-2026-1232,L-77920,2026-01-25,Website Form,Qualified,North Team,NSW,4,1,0,0,0,2,3370.53,,4,18,Low
CRM-2026-1233,L-12408,2026-03-08,Partner,Closed Won,South Team,NSW,4,1,1,1,0,3,6129.36,6527.92,1,10,Strategic
CRM-2026-1234,L-95676,2026-04-18,Website Form,Proposal,Enterprise Team,VIC,2,1,1,0,0,1,1832.0,296.82,2,8,Medium
CRM-2026-1235,L-98717,2026-01-12,Outbound,Contacted,North Team,SA,1,0,0,0,0,2,1728.0,280.97,5,10,Low
CRM-2026-1236,L-50026,2026-01-16,Referral,Contacted,Enterprise Team,WA,4,0,1,0,1,6,2467.86,,1,15,Medium
CRM-2026-1237,L-39380,2026-04-02,Referral,Negotiation,South Team,NSW,5,1,1,0,1,7,7596.98,,0,18,Medium
CRM-2026-1238,L-31799,2026-03-22,Website Form,Closed Lost,South Team,VIC,5,0,0,0,0,4,2625.02,,0,8,Medium
CRM-2026-1239,L-20661,2026-04-12,Partner,New Lead,South Team,NSW,6,0,1,0,1,5,6838.94,627.49,1,21,Low
CRM-2026-1240,L-25691,2026-01-03,Website Form,Proposal,Enterprise Team,SA,5,1,1,0,0,1,2113.42,,3,23,Medium
CRM-2026-1241,L-34138,2026-01-11,Email Nurture,Contacted,North Team,QLD,8,0,0,0,1,4,3156.93,,3,6,Medium
CRM-2026-1242,L-27451,2026-03-01,Referral,Contacted,Enterprise Team,NSW,3,0,0,0,1,4,6550.14,619.66,1,13,Low
CRM-2026-1243,L-67765,2026-01-13,event,Proposal,SMB Team,WA,4,1,1,0,1,6,2015.35,,0,11,Medium
CRM-2026-1244,L-72617,2026-03-28,Referral,Contacted,SMB Team,VIC,7,0,0,0,0,1,4947.97,,0,5,High
CRM-2026-1245,L-95034,2026-03-26,Website Form,New Lead,North Team,WA,3,0,1,0,1,6,2563.27,,0,15,Low
CRM-2026-1246,L-67519,2026-02-15,Outbound,Qualified,North Team,QLD,5,1,1,0,1,8,6090.57,747.24,0,20,Medium
CRM-2026-1247,L-25667,2026-01-15,Partner,Closed Won,SMB Team,NSW,6,1,1,1,1,5,4919.11,3804.06,5,5,Medium
CRM-2026-1248,L-24093,2026-03-19,Outbound,New Lead,South Team,VIC,6,0,0,0,1,9,3464.48,,3,20,Strategic
CRM-2026-1249,L-72483,2026-02-07,Referral,Contacted,SMB Team,WA,7,0,0,0,0,2,5805.01,,4,5,High
CRM-2026-1250,L-86866,2026-02-07,Partner,Closed Won,South Team,SA,3,1,1,1,1,7,7202.59,7297.35,0,11,Low
CRM-2026-1251,L-16552,2026-01-20,partner,New Lead,Enterprise Team,WA,4,0,0,0,0,4,3104.23,,2,19,Low
CRM-2026-1252,L-17501,2026-01-18,Website Form,Contacted,North Team,WA,2,0,1,0,1,4,1859.33,,1,8,High
CRM-2026-1253,L-92104,2026-04-17,Outbound,Closed Lost,Enterprise Team,QLD,9,1,0,0,0,2,6607.01,,2,15,Medium
CRM-2026-1254,L-44339,2026-02-19,Event,New Lead,South Team,SA,5,0,1,0,1,6,4418.37,,2,14,Low
CRM-2026-1255,L-72760,2026-03-20,referral,Closed Lost,North Team,SA,5,0,0,0,0,3,1128.37,,3,7,High
CRM-2026-1256,L-92828,2026-02-11,Partner,Qualified,Enterprise Team,SA,4,1,0,0,1,5,6996.97,,0,18,High
CRM-2026-1257,L-19502,2026-03-04,Outbound,Negotiation,SMB Team,NSW,3,1,1,0,0,5,2835.78,469.23,4,8,Medium
CRM-2026-1258,L-72598,2026-04-04,Website Form,Negotiation,South Team,QLD,2,1,1,0,0,2,863.44,,2,3,Medium
CRM-2026-1259,L-57129,2026-01-20,Partner,Proposal,SMB Team,VIC,5,1,1,0,0,4,7308.93,1026.59,3,1,Medium
CRM-2026-1260,L-47075,2026-02-02,Referral,Negotiation,North Team,QLD,2,1,1,0,0,5,6122.11,,2,13,Medium
CRM-2026-1261,L-15009,2026-02-21,Partner,Proposal,North Team,VIC,6,1,1,0,1,7,4314.3,,3,17,High
CRM-2026-1262,L-39010,2026-02-02,partner,Contacted,Enterprise Team,NSW,6,0,0,0,1,11,4482.95,,2,4,High
CRM-2026-1263,L-40207,2026-04-09,Partner,Closed Lost,Enterprise Team,NSW,4,0,0,0,0,2,9431.03,,0,21,Medium
CRM-2026-1264,L-88149,2026-02-21,Email Nurture,Qualified,South Team,NSW,5,1,0,0,1,7,1021.39,,5,27,Low
CRM-2026-1265,L-18366,2026-04-06,Email Nurture,Qualified,SMB Team,WA,4,1,0,0,1,6,2043.88,,4,17,High
CRM-2026-1266,L-40828,2026-01-16,Event,New Lead,North Team,NSW,8,0,0,0,1,6,3659.07,869.56,1,12,High
CRM-2026-1267,L-27282,2026-01-31,Email Nurture,Closed Lost,Enterprise Team,NSW,4,0,0,0,0,4,1507.29,279.9,0,5,High
CRM-2026-1268,L-99148,2026-03-09,outbound,Contacted,South Team,SA,4,0,0,0,0,4,4125.58,,0,10,Low
CRM-2026-1269,L-49526,2026-01-09,Email Nurture,New Lead,North Team,WA,4,0,0,0,1,7,2502.21,410.16,4,9,Medium
CRM-2026-1270,L-36462,2026-01-12,event,Contacted,Enterprise Team,QLD,4,0,0,0,0,1,2645.97,,2,9,High
CRM-2026-1271,L-26945,2026-03-02,Outbound,New Lead,South Team,QLD,3,0,0,0,0,2,2129.51,402.56,5,9,High
CRM-2026-1272,L-50671,2026-03-13,Website Form,Qualified,South Team,WA,2,1,1,0,0,5,583.82,,1,11,Medium
CRM-2026-1273,L-80764,2026-03-17,Website Form,Qualified,South Team,NSW,5,1,0,0,1,8,3346.93,,1,6,Low
CRM-2026-1274,L-26125,2026-03-16,Website Form,New Lead,SMB Team,QLD,5,0,0,0,0,1,1231.7,,5,23,Medium
CRM-2026-1275,L-66824,2026-02-25,Outbound,Qualified,South Team,SA,2,1,0,0,0,2,1706.53,92.7,4,13,Medium
CRM-2026-1276,L-16288,2026-02-17,Website Form,Contacted,North Team,QLD,3,0,0,0,1,5,329.42,,3,16,Medium
CRM-2026-1277,L-35437,2026-03-05,Website Form,Contacted,Enterprise Team,VIC,4,0,0,0,0,2,2647.67,,4,12,Low
CRM-2026-1278,L-91157,2026-01-15,Website Form,Qualified,SMB Team,QLD,3,1,0,0,0,3,4365.01,,1,24,Low
CRM-2026-1279,L-48597,2026-02-15,Email Nurture,Contacted,North Team,SA,6,0,1,0,1,5,1266.33,,1,5,Medium
CRM-2026-1280,L-81942,2026-01-24,Referral,Closed Won,SMB Team,QLD,3,1,1,1,0,2,7671.93,7010.0,2,14,Medium
CRM-2026-1281,L-70728,2026-03-08,Referral,Proposal,Enterprise Team,VIC,6,1,1,0,1,8,5033.69,608.35,3,6,Strategic
CRM-2026-1282,L-47654,2026-04-21,Email Nurture,Closed Won,SMB Team,VIC,4,1,1,1,0,3,1032.02,1161.85,0,19,Strategic
CRM-2026-1283,L-83088,2026-03-23,Email Nurture,contacted,North Team,WA,3,0,0,0,1,4,1203.95,,3,5,High
CRM-2026-1284,L-18997,2026-01-28,Outbound,Qualified,North Team,SA,2,1,0,0,0,2,4356.59,,0,15,High
CRM-2026-1285,L-62790,2026-03-04,Website Form,Proposal,North Team,SA,3,1,1,0,0,4,2617.72,,0,6,High
CRM-2026-1286,L-99898,2026-01-29,Referral,Closed Won,SMB Team,VIC,3,1,1,1,1,9,7361.76,7191.84,0,10,Strategic
CRM-2026-1287,L-62862,2026-04-07,Event,Qualified,South Team,NSW,2,1,0,0,0,3,4178.54,840.27,0,6,Medium
CRM-2026-1288,L-62814,2026-03-09,Outbound,Negotiation,SMB Team,NSW,3,1,1,0,1,4,6389.26,,0,14,Medium
CRM-2026-1289,L-41729,2026-01-14,Email Nurture,Closed Won,South Team,VIC,4,1,1,1,1,6,1356.24,1351.67,0,5,Medium
CRM-2026-1290,L-13040,2026-02-13,referral,New Lead,North Team,QLD,5,0,0,0,0,2,4260.55,,3,4,Low
CRM-2026-1291,L-87402,2026-03-07,Referral,proposal,South Team,NSW,4,1,1,0,0,4,6425.82,,2,22,Low
CRM-2026-1292,L-80935,2026-02-20,Website Form,Qualified,North Team,QLD,5,1,0,0,0,3,,,3,13,Medium
CRM-2026-1293,L-82203,2026-04-12,Email Nurture,Contacted,South Team,QLD,5,0,0,0,0,5,703.14,,4,7,Low
CRM-2026-1294,L-55495,2026-03-24,Partner,Proposal,North Team,VIC,3,1,1,0,0,3,3907.9,,1,22,High
CRM-2026-1295,L-99556,2026-01-04,Email Nurture,New Lead,Enterprise Team,QLD,4,0,1,0,0,3,1107.16,,2,10,High
CRM-2026-1296,L-69867,2026-03-01,Referral,Closed Won,Enterprise Team,SA,5,1,1,1,0,5,4936.5,4943.1,4,3,High
CRM-2026-1297,L-54552,2026-02-06,Event,Contacted,SMB Team,NSW,3,1,0,0,0,3,3710.77,541.09,2,8,Medium
CRM-2026-1298,L-22862,2026-03-11,Partner,Closed Won,North Team,VIC,7,1,1,1,0,4,3383.28,3856.12,3,13,Medium
CRM-2026-1299,L-71602,2026-02-28,Referral,Closed Lost,SMB Team,NSW,3,0,1,0,0,1,0,,1,7,Medium
CRM-2026-1300,L-57330,2026-04-09,Website Form,Contacted,Enterprise Team,WA,4,0,1,0,0,2,261.76,45.75,0,14,High
CRM-2026-1301,L-81546,2026-03-24,Event,Proposal,North Team,WA,3,1,1,0,0,5,4980.33,,0,7,Medium
CRM-2026-1302,L-84720,2026-03-27,Referral,Closed Won,North Team,WA,6,1,1,1,1,6,6662.11,7386.71,4,6,Low
CRM-2026-1303,L-23101,2026-03-25,Partner,Negotiation,North Team,VIC,4,1,1,0,0,3,5955.37,,2,4,High
CRM-2026-1304,L-33053,2026-01-16,Referral,Proposal,Enterprise Team,SA,6,1,1,0,0,4,5504.42,1169.82,1,10,High
CRM-2026-1305,L-33366,2026-01-25,email nurture,Closed Lost,North Team,SA,4,0,0,0,1,9,269.67,,0,10,Medium
CRM-2026-1306,L-20314,2026-01-05,Partner,New Lead,Enterprise Team,NSW,6,0,0,0,0,3,3836.17,,2,14,Medium
CRM-2026-1307,L-36536,2026-04-09,Partner,Qualified,South Team,QLD,4,1,1,0,1,6,3270.66,,6,8,Low
CRM-2026-1308,L-65441,2026-02-26,Event,Qualified,SMB Team,WA,6,1,0,0,0,2,4840.15,1161.44,0,5,Medium
CRM-2026-1309,L-60636,2026-03-05,Referral,New Lead,Enterprise Team,NSW,5,1,0,0,0,3,1191.37,255.68,1,5,Strategic
CRM-2026-1310,L-86979,2026-01-12,website form,New Lead,North Team,SA,8,0,0,0,1,5,3119.67,,4,6,Medium
CRM-2026-1311,L-77003,2026-01-05,Website Form,Contacted,Enterprise Team,SA,1,0,0,0,0,3,1955.86,394.06,2,6,Strategic
CRM-2026-1312,L-85088,2026-02-14,Email Nurture,Qualified,SMB Team,VIC,5,1,0,0,0,2,3437.34,327.21,0,15,High
CRM-2026-1313,L-75547,2026-02-28,Email Nurture,Contacted,South Team,WA,1,0,0,0,1,6,447.13,,1,24,Low
CRM-2026-1314,L-60902,2026-01-26,Referral,New Lead,Enterprise Team,NSW,4,1,1,0,0,5,5561.94,,4,11,Medium
CRM-2026-1315,L-38368,2026-03-09,Outbound,Closed Lost,South Team,SA,4,1,1,0,0,3,1672.74,,2,8,Medium
CRM-2026-1316,L-58562,2026-01-21,Website Form,Contacted,South Team,QLD,6,1,0,0,1,4,3452.75,,4,6,Strategic
CRM-2026-1317,L-97420,2026-02-15,Referral,Closed Lost,South Team,NSW,3,0,0,0,1,8,6283.29,,3,4,Medium
CRM-2026-1318,L-17544,2026-02-17,Website Form,Qualified,Enterprise Team,VIC,1,1,0,0,0,3,822.15,,2,12,High
CRM-2026-1319,L-78781,2026-02-17,Referral,New Lead,Enterprise Team,SA,4,0,0,0,1,6,4456.77,,1,6,High
CRM-2026-1320,L-53922,2026-04-05,Website Form,Qualified,Enterprise Team,QLD,5,1,0,0,0,3,2035.99,,2,17,Low
CRM-2026-1321,L-65123,2026-01-08,Outbound,Contacted,SMB Team,VIC,3,0,0,0,1,4,3706.78,191.72,3,19,Medium
CRM-2026-1322,L-48917,2026-02-06,Email Nurture,Closed Lost,Enterprise Team,SA,4,0,0,0,0,3,1980.53,,3,5,High
CRM-2026-1323,L-56861,2026-01-18,Email Nurture,New Lead,South Team,QLD,3,0,0,0,1,4,2048.69,,1,20,Medium
CRM-2026-1324,L-24150,2026-03-08,Email Nurture,New Lead,Enterprise Team,QLD,3,0,1,0,0,4,1664.67,,0,5,Strategic
CRM-2026-1325,L-56958,2026-01-15,Outbound,Closed Lost,SMB Team,WA,1,1,1,0,1,7,4108.2,690.78,0,16,Medium
CRM-2026-1326,L-33582,2026-02-20,Email Nurture,Closed Won,South Team,NSW,5,1,1,1,0,4,909.11,984.76,2,1,Medium
CRM-2026-1327,L-27555,2026-03-18,Referral,Contacted,North Team,QLD,2,0,0,0,0,2,7686.87,,2,1,Medium
CRM-2026-1328,L-60471,2026-03-29,Website Form,Qualified,SMB Team,NSW,3,1,0,0,0,6,958.12,144.56,0,10,High
CRM-2026-1329,L-53824,2026-02-21,Website Form,New Lead,North Team,NSW,2,0,0,0,0,2,2352.43,,3,16,Medium
CRM-2026-1330,L-93291,2026-03-17,Outbound,New Lead,North Team,VIC,3,1,0,0,0,2,1484.01,296.67,0,7,Medium
CRM-2026-1331,L-65514,2026-03-09,Outbound,Negotiation,SMB Team,VIC,3,1,1,0,0,7,3765.69,,4,6,Low
CRM-2026-1332,L-98751,2026-02-26,Website Form,Qualified,Enterprise Team,SA,4,1,1,0,1,5,2137.35,,3,9,Medium
CRM-2026-1333,L-84420,2026-02-12,Partner,Contacted,South Team,VIC,2,0,0,0,0,2,6553.11,,4,34,High
CRM-2026-1334,L-18799,2026-02-14,Event,Negotiation,North Team,NSW,3,1,1,0,0,2,4209.35,,4,9,Medium
CRM-2026-1335,L-78483,2026-02-08,Website Form,Contacted,SMB Team,QLD,5,0,0,0,0,2,826.51,42.62,1,11,Strategic
CRM-2026-1336,L-57149,2026-04-08,Website Form,New Lead,South Team,SA,4,0,0,0,0,2,1904.97,,4,1,Low
CRM-2026-1337,L-74359,2026-01-17,Email Nurture,New Lead,North Team,QLD,3,0,0,0,0,2,1239.8,,1,7,High
CRM-2026-1338,L-89772,2026-01-22,Outbound,Proposal,South Team,NSW,2,1,1,0,0,2,1292.98,,3,18,Medium
CRM-2026-1339,L-77050,2026-04-06,Outbound,Contacted,SMB Team,NSW,2,0,1,0,0,5,6476.79,1458.25,2,11,Medium
CRM-2026-1340,L-79773,2026-04-18,Outbound,Qualified,North Team,NSW,6,1,0,0,0,2,5518.76,,2,12,Medium
CRM-2026-1341,L-13253,2026-03-06,Website Form,Proposal,South Team,QLD,4,1,1,0,0,2,3128.97,,4,13,Medium
CRM-2026-1342,L-94073,2026-02-15,Website Form,Proposal,SMB Team,NSW,3,1,1,0,0,3,2024.53,,0,4,Medium
CRM-2026-1343,L-77863,2026-04-02,partner,Qualified,SMB Team,SA,4,1,0,0,0,3,3083.89,,1,11,High
CRM-2026-1344,L-72776,2026-04-09,Email Nurture,Contacted,South Team,VIC,5,1,0,0,0,4,835.8,155.8,1,7,Medium
CRM-2026-1345,L-53976,2026-04-13,Referral,Contacted,SMB Team,SA,7,0,0,0,0,4,3331.19,,4,9,High
CRM-2026-1346,L-59151,2026-02-21,Partner,Qualified,South Team,QLD,1,1,0,0,1,5,3844.7,,2,6,Low
CRM-2026-1347,L-82162,2026-04-17,Email Nurture,Contacted,Enterprise Team,VIC,3,0,1,0,0,5,1676.13,,2,11,High
CRM-2026-1348,L-32270,2026-02-06,Partner,New Lead,North Team,WA,4,0,0,0,0,1,4684.74,,0,5,Low
CRM-2026-1349,L-86156,2026-02-12,Outbound,Qualified,North Team,NSW,2,1,0,0,0,3,1442.55,,3,10,High
CRM-2026-1350,L-96403,2026-03-31,Event,Qualified,Enterprise Team,WA,5,1,1,0,0,1,2015.9,,0,19,Medium
CRM-2026-1351,L-66328,2026-04-14,Website Form,New Lead,North Team,SA,3,0,0,0,1,6,2943.07,,0,5,Strategic
CRM-2026-1352,L-69354,2026-04-18,Referral,New Lead,SMB Team,WA,5,0,0,0,0,4,4981.71,876.39,4,4,Medium
CRM-2026-1353,L-40907,2026-01-27,Email Nurture,Qualified,North Team,WA,5,1,1,0,1,8,1223.77,,4,12,High
CRM-2026-1354,L-14205,2026-01-05,Email Nurture,New Lead,SMB Team,QLD,5,0,1,0,0,5,347.22,,3,9,Medium
CRM-2026-1355,L-86902,2026-03-15,Email Nurture,New Lead,SMB Team,QLD,3,0,0,0,0,4,2570.38,,5,2,Strategic
CRM-2026-1356,L-29129,2026-04-11,Website Form,Contacted,South Team,SA,2,0,1,0,0,2,3485.21,,1,5,Low
CRM-2026-1357,L-66275,2026-02-09,Partner,qualified,South Team,SA,3,1,0,0,0,7,3808.06,551.4,5,3,High
CRM-2026-1358,L-93821,2026-04-08,Event,Proposal,SMB Team,NSW,5,1,1,0,0,2,3774.88,774.68,2,4,Medium
CRM-2026-1359,L-65837,2026-03-14,Email Nurture,Contacted,North Team,QLD,4,0,0,0,0,5,,,1,10,High
CRM-2026-1360,L-30648,2026-04-08,Website Form,Closed Lost,South Team,VIC,3,0,0,0,1,7,3901.33,,4,7,Medium
CRM-2026-1361,L-45696,2026-03-30,Website Form,New Lead,South Team,WA,2,0,0,0,0,4,2846.86,565.05,0,21,Low
CRM-2026-1362,L-59360,2026-01-11,Website Form,New Lead,SMB Team,SA,5,0,0,0,0,3,3257.0,,0,18,Medium
CRM-2026-1363,L-88825,2026-01-28,Outbound,Proposal,South Team,VIC,5,1,1,0,0,5,1965.03,,0,7,Medium
CRM-2026-1364,L-22838,2026-03-21,Website Form,contacted,Enterprise Team,NSW,4,1,0,0,0,2,,145.04,3,3,High
CRM-2026-1365,L-65671,2026-03-20,Outbound,Proposal,Enterprise Team,WA,3,1,1,0,1,6,6239.44,,6,7,Low
CRM-2026-1366,L-91686,2026-02-05,Partner,Contacted,SMB Team,SA,3,0,0,0,1,4,7018.37,,3,14,Medium
CRM-2026-1367,L-85327,2026-02-25,Event,New Lead,Enterprise Team,NSW,5,0,0,0,0,3,4700.32,,4,12,High
CRM-2026-1368,L-23700,2026-01-25,Referral,Closed Lost,North Team,NSW,5,0,0,0,0,4,704.62,,4,11,Medium
CRM-2026-1369,L-39212,2026-04-02,Website Form,Contacted,SMB Team,NSW,3,0,0,0,1,7,1072.7,,0,10,Medium
CRM-2026-1370,L-49211,2026-03-30,Outbound,Proposal,SMB Team,NSW,4,1,1,0,0,3,5272.94,,3,5,Low
CRM-2026-1371,L-80948,2026-04-13,Partner,Closed Won,Enterprise Team,NSW,5,1,1,1,0,2,5234.85,4056.82,5,5,Medium
CRM-2026-1372,L-11274,2026-01-11,Referral,Qualified,SMB Team,SA,6,1,0,0,1,8,4554.76,,2,9,Low
CRM-2026-1373,L-19458,2026-01-18,Outbound,Proposal,SMB Team,WA,4,1,1,0,0,5,5686.07,,1,16,High
CRM-2026-1374,L-53314,2026-02-23,Website Form,Proposal,SMB Team,WA,6,1,1,0,1,8,1554.89,,0,13,High
CRM-2026-1375,L-96913,2026-04-20,Website Form,Contacted,South Team,SA,5,0,0,0,1,5,3479.2,,1,5,Medium
CRM-2026-1376,L-14743,2026-02-20,Website Form,New Lead,South Team,QLD,6,0,0,0,0,3,2839.71,,4,1,Strategic
CRM-2026-1377,L-62008,2026-04-06,Outbound,Proposal,SMB Team,QLD,5,1,1,0,0,3,1570.84,,3,18,High
CRM-2026-1378,L-16601,2026-02-06,Email Nurture,Contacted,South Team,WA,4,0,1,0,1,5,1704.87,,4,12,Strategic
CRM-2026-1379,L-85459,2026-01-04,Email Nurture,Proposal,SMB Team,NSW,4,1,1,0,0,3,900.81,224.5,0,14,High
CRM-2026-1380,L-70484,2026-04-05,Email Nurture,Qualified,North Team,SA,6,1,1,0,0,3,3261.57,,0,8,Medium
CRM-2026-1381,L-31147,2026-01-12,Referral,Contacted,Enterprise Team,QLD,2,0,0,0,1,5,4938.17,,1,10,High
CRM-2026-1382,L-40566,2026-02-04,Partner,Closed Won,North Team,QLD,2,1,1,1,0,3,7477.53,6406.41,1,14,Low
CRM-2026-1383,L-95594,2026-01-21,Email Nurture,New Lead,SMB Team,NSW,2,0,0,0,0,3,,185.95,1,1,High
CRM-2026-1384,L-99378,2026-03-13,Referral,Qualified,SMB Team,NSW,5,1,0,0,0,2,5948.99,1054.53,1,7,Medium
CRM-2026-1385,L-14356,2026-02-07,Website Form,Contacted,North Team,SA,1,0,0,0,0,2,1735.35,,0,4,Medium
CRM-2026-1386,L-17918,2026-03-19,Email Nurture,Proposal,South Team,WA,3,1,1,0,0,1,2900.65,,1,4,Medium
CRM-2026-1387,L-24096,2026-01-18,Partner,Closed Lost,SMB Team,WA,2,1,1,0,0,3,10179.85,,0,15,Strategic
CRM-2026-1388,L-71380,2026-02-15,Partner,Negotiation,South Team,VIC,1,1,1,0,0,4,3822.66,,2,15,High
CRM-2026-1389,L-67788,2026-03-04,Email Nurture,Negotiation,Enterprise Team,WA,6,1,1,0,1,6,,,2,2,Medium
CRM-2026-1390,L-25323,2026-03-30,Partner,Closed Won,North Team,VIC,2,1,1,1,1,5,10248.37,7725.04,0,15,Low
CRM-2026-1391,L-62375,2026-01-21,Outbound,contacted,Enterprise Team,QLD,5,0,0,0,1,4,4620.3,,4,7,Low
CRM-2026-1392,L-54447,2026-03-18,Referral,Contacted,North Team,SA,5,0,0,0,1,5,,982.74,2,7,Medium
CRM-2026-1393,L-79645,2026-04-08,Outbound,Negotiation,North Team,VIC,3,1,1,0,1,6,2927.77,,1,8,Strategic
CRM-2026-1394,L-47707,2026-02-27,Email Nurture,New Lead,Enterprise Team,VIC,5,0,0,0,1,8,1894.49,,6,8,High
CRM-2026-1395,L-60182,2026-04-16,Website Form,Qualified,South Team,VIC,5,1,0,0,0,1,1244.75,136.57,3,28,Medium
CRM-2026-1396,L-11990,2026-01-12,Website Form,Proposal,SMB Team,VIC,2,1,1,0,1,5,3092.15,,0,20,Medium
CRM-2026-1397,L-13881,2026-04-05,Email Nurture,Proposal,Enterprise Team,WA,2,1,1,0,0,4,1865.29,375.11,2,21,Low
CRM-2026-1398,L-12455,2026-01-27,Email Nurture,Proposal,North Team,WA,4,1,1,0,0,1,2976.6,,1,1,Low
CRM-2026-1399,L-67864,2026-01-26,Event,New Lead,North Team,VIC,9,0,0,0,1,6,4320.43,,0,11,High
CRM-2026-1400,L-21272,2026-02-21,Website Form,Closed Won,North Team,VIC,7,1,1,1,0,5,890.35,1015.92,0,5,Medium
CRM-2026-1401,L-87238,2026-03-01,Outbound,Qualified,SMB Team,NSW,4,1,0,0,0,2,2157.76,,3,10,High
CRM-2026-1402,L-33318,2026-02-10,Partner,Contacted,Enterprise Team,VIC,4,0,0,0,0,4,6028.13,,1,6,Medium
CRM-2026-1403,L-99089,2026-03-12,Outbound,Contacted,SMB Team,NSW,4,1,0,0,0,2,4997.17,,2,11,Low
CRM-2026-1404,L-91160,2026-02-06,Referral,Closed Lost,North Team,SA,5,0,1,0,0,3,5137.86,,2,16,High
CRM-2026-1405,L-61055,2026-03-10,Event,Qualified,South Team,VIC,3,1,0,0,1,6,2432.29,,4,19,Strategic
CRM-2026-1406,L-35237,2026-03-12,Partner,New Lead,SMB Team,QLD,2,1,0,0,1,9,2595.62,,1,15,Medium
CRM-2026-1407,L-79809,2026-01-27,Website Form,Qualified,South Team,NSW,5,1,0,0,0,3,3110.42,,0,3,Medium
CRM-2026-1408,L-85770,2026-03-16,Website Form,Closed Lost,SMB Team,NSW,3,0,1,0,0,1,1707.83,,2,18,Strategic
CRM-2026-1409,L-62746,2026-02-01,Outbound,Contacted,South Team,VIC,5,0,1,0,0,1,5875.28,,1,2,Medium
CRM-2026-1410,L-16001,2026-03-14,Outbound,Negotiation,South Team,VIC,2,1,1,0,0,2,3740.49,,4,24,Medium
