order_id,order_date,category,warehouse,supplier,units_sold,fulfilled_orders,stockout_flag,backorder_count,return_count,gross_margin_pct,fulfillment_cost_aud,sales_value_aud
ORD-9249,2025-04-30,Kitchen,Brisbane DC,Supplier C,15,15,0,0,1,0.389,114.52,839.04
ORD-9250,2025-05-29,Electronics,Melbourne DC,Supplier C,14,14,0,0,2,0.21,114.0,3573.65
ORD-9251,2025-04-04,Furniture,Melbourne DC,Supplier A,6,4,1,2,0,0.365,83.8,2568.04
ORD-9252,2025-04-29,Appliances,Brisbane DC,Supplier B,11,10,1,1,0,0.169,161.54,3444.44
ORD-9253,2025-05-11,Electronics,Sydney DC,Supplier C,11,10,1,3,1,0.145,109.79,2709.19
ORD-9254,2025-05-29,Outdoor,Perth DC,Supplier B,12,9,1,1,1,0.326,145.31,2212.52
ORD-9255,2025-05-30,Kitchen,Melbourne DC,Supplier C,16,16,0,0,1,0.305,84.63,846.71
ORD-9256,2025-06-25,Appliances,Sydney DC,Supplier A,11,11,0,0,0,0.262,127.06,3919.16
ORD-9257,2025-07-03,Homewares,Perth DC,Supplier D,17,17,0,0,0,0.537,94.58,875.8
ORD-9258,2025-05-17,Appliances,Sydney DC,Supplier B,17,17,0,0,1,0.201,270.66,5651.46
ORD-9259,2025-05-15,Electronics,Sydney DC,Supplier C,14,14,0,0,3,0.149,155.13,3824.35
ORD-9260,2025-04-08,Kitchen,Brisbane DC,Supplier A,23,23,0,0,2,0.41,22.96,2432.18
ORD-9261,2025-04-28,Outdoor,Perth DC,Supplier D,11,11,0,0,0,0.331,116.97,1391.84
ORD-9262,2025-06-14,Appliances,Melbourne DC,Supplier D,12,12,0,0,1,0.282,142.84,3571.58
ORD-9263,2025-05-12,Furniture,Sydney DC,Supplier D,7,7,0,0,0,0.413,99.84,2900.67
ORD-9264,2025-05-19,Kitchen,Perth DC,Supplier C,15,15,0,0,1,0.348,86.17,793.09
ORD-9265,2025-04-05,Homewares,Brisbane DC,Supplier D,29,27,1,0,0,0.39,199.77,1945.55
ORD-9266,2025-04-22,Outdoor,Sydney DC,Supplier A,7,7,0,0,0,0.316,85.52,1055.45
ORD-9267,2025-04-06,Homewares,Perth DC,Supplier B,21,21,0,0,1,0.442,74.61,1881.4
ORD-9268,2025-05-04,Appliances,Perth DC,Supplier C,11,11,0,0,2,0.299,104.96,3808.62
ORD-9269,2025-06-26,Homewares,Melbourne DC,Supplier A,19,16,1,3,0,0.322,102.27,3148.26
ORD-9270,2025-06-22,Electronics,Sydney DC,Supplier C,16,16,0,0,3,0.245,201.18,4447.88
ORD-9271,2025-05-05,Outdoor,Perth DC,Supplier B,8,6,1,2,0,0.384,101.47,1643.16
ORD-9272,2025-05-17,Homewares,Sydney DC,Supplier B,24,24,0,0,1,0.401,130.54,2320.76
ORD-9273,2025-05-01,Electronics,Perth DC,Supplier B,14,13,1,3,0,0.192,137.56,3671.54
ORD-9274,2025-07-08,Homewares,Sydney DC,Supplier C,18,18,0,0,1,0.368,157.61,1489.44
ORD-9275,2025-05-12,Homewares,Melbourne DC,Supplier A,20,20,0,0,0,0.45,164.62,2158.99
ORD-9276,2025-06-18,Kitchen,Perth DC,Supplier C,21,21,0,0,0,0.37,146.78,1322.51
ORD-9277,2025-05-21,Outdoor,Melbourne DC,Supplier A,13,13,0,0,1,0.304,222.76,2190.08
ORD-9278,2025-04-08,Homewares,Perth DC,Supplier B,25,25,0,0,1,0.395,258.56,2044.87
ORD-9279,2025-05-31,Outdoor,Sydney DC,Supplier B,13,13,0,0,0,0.428,156.21,2278.91
ORD-9280,2025-06-04,Electronics,Sydney DC,Supplier C,20,20,0,0,2,0.21,137.45,4739.18
ORD-9281,2025-05-23,Appliances,Melbourne DC,Supplier D,11,11,0,0,2,0.27,159.41,3503.39
ORD-9282,2025-06-26,Homewares,Sydney DC,Supplier A,15,15,0,0,2,0.464,92.7,2147.35
ORD-9283,2025-04-22,Homewares,Perth DC,Supplier B,20,20,0,0,1,0.437,160.88,1680.21
ORD-9284,2025-06-27,Kitchen,Sydney DC,Supplier A,22,22,0,0,1,0.348,233.26,738.01
ORD-9285,2025-06-20,Electronics,Melbourne DC,Supplier B,21,21,0,0,4,0.163,229.8,5146.61
ORD-9286,2025-06-23,Furniture,Brisbane DC,Supplier D,16,13,1,3,2,0.367,282.04,6573.92
ORD-9287,2025-06-19,Appliances,Perth DC,Supplier D,17,17,0,0,1,0.207,212.9,5074.72
ORD-9288,2025-04-28,Homewares,Melbourne DC,Supplier B,22,22,0,0,1,0.366,219.45,2438.0
ORD-9289,2025-04-30,Appliances,Sydney DC,Supplier C,13,13,0,0,1,0.286,145.07,3346.17
ORD-9290,2025-05-10,Homewares,Sydney DC,Supplier C,18,18,0,0,1,0.389,134.98,1211.92
ORD-9291,2025-06-12,Electronics,Melbourne DC,Supplier A,15,15,0,0,1,0.191,148.63,4495.39
ORD-9292,2025-06-07,Electronics,Melbourne DC,Supplier B,19,19,0,0,2,0.181,233.53,4032.56
ORD-9293,2025-06-09,Kitchen,Brisbane DC,Supplier A,12,12,0,0,1,0.382,81.85,24.4
ORD-9294,2025-04-03,Outdoor,Sydney DC,Supplier D,10,10,0,0,0,0.319,141.94,2054.1
ORD-9295,2025-06-24,Furniture,Brisbane DC,Supplier C,9,9,0,0,1,0.282,165.09,3876.54
ORD-9296,2025-06-08,Appliances,Melbourne DC,Supplier B,8,8,0,0,0,0.179,113.36,2679.44
ORD-9297,2025-06-06,Kitchen,Perth DC,Supplier D,16,16,0,0,0,0.247,117.73,1186.91
ORD-9298,2025-04-08,Kitchen,Sydney DC,Supplier B,14,14,0,0,0,0.409,113.91,1144.82
ORD-9299,2025-06-09,Kitchen,Melbourne DC,Supplier C,22,19,1,2,0,0.343,92.84,1515.38
ORD-9300,2025-04-14,Homewares,Sydney DC,Supplier D,12,12,0,0,1,0.345,106.3,1456.82
ORD-9301,2025-06-28,Kitchen,Sydney DC,Supplier C,24,24,0,0,2,0.346,260.01,432.92
ORD-9302,2025-06-03,Kitchen,Perth DC,Supplier A,13,13,0,0,0,0.368,54.24,749.72
ORD-9303,2025-05-25,Kitchen,Sydney DC,Supplier C,19,19,0,0,0,0.279,149.28,628.67
ORD-9304,2025-05-01,Outdoor,Brisbane DC,Supplier D,24,23,1,2,2,0.33,331.5,3470.58
ORD-9305,2025-06-23,Kitchen,Perth DC,Supplier A,16,16,0,0,0,0.485,68.92,384.12
ORD-9306,2025-04-28,Appliances,Melbourne DC,Supplier D,13,10,1,2,0,0.262,211.65,4103.13
ORD-9307,2025-05-06,Outdoor,Melbourne DC,Supplier C,15,15,0,0,1,0.372,182.09,2767.32
ORD-9308,2025-06-27,Homewares,Perth DC,Supplier A,19,19,0,0,1,0.249,133.14,2187.65
ORD-9309,2025-04-16,Outdoor,Brisbane DC,Supplier A,11,11,0,0,0,0.248,152.34,2189.09
ORD-9310,2025-04-18,Kitchen,Melbourne DC,Supplier B,24,24,0,0,2,0.333,192.2,1388.03
ORD-9311,2025-05-08,Furniture,Sydney DC,Supplier A,10,10,0,0,0,0.284,227.73,4229.36
ORD-9312,2025-06-12,Homewares,Perth DC,Supplier C,25,25,0,0,1,0.402,159.36,3694.21
ORD-9313,2025-07-05,Homewares,Brisbane DC,Supplier A,16,16,0,0,1,0.273,128.44,1848.76
ORD-9314,2025-04-12,Homewares,Perth DC,Supplier A,19,19,0,0,2,0.329,106.42,2611.12
ORD-9315,2025-05-05,Kitchen,Perth DC,Supplier C,16,16,0,0,0,0.302,53.88,1766.12
ORD-9316,2025-05-04,Furniture,Melbourne DC,Supplier B,9,9,0,0,0,0.31,144.11,3400.87
ORD-9317,2025-06-21,Outdoor,Perth DC,Supplier B,12,12,0,0,0,0.324,189.27,1573.6
ORD-9318,2025-05-25,Appliances,Perth DC,Supplier B,11,11,0,0,1,0.344,129.3,3437.29
ORD-9319,2025-04-26,Homewares,Brisbane DC,Supplier D,21,21,0,0,3,0.346,128.68,1947.42
ORD-9320,2025-05-15,Appliances,Sydney DC,Supplier A,18,18,0,0,0,0.317,257.61,4568.97
ORD-9321,2025-06-23,Homewares,Sydney DC,Supplier D,21,21,0,0,1,0.395,162.98,1551.78
ORD-9322,2025-05-02,Outdoor,Perth DC,Supplier C,9,9,0,0,0,0.308,89.4,1493.77
ORD-9323,2025-07-05,Furniture,Melbourne DC,Supplier C,3,3,0,0,0,0.352,54.33,1380.32
ORD-9324,2025-06-30,Homewares,Sydney DC,Supplier A,22,22,0,0,1,0.488,114.89,1886.47
ORD-9325,2025-07-01,Kitchen,Sydney DC,Supplier D,16,16,0,0,0,0.383,126.47,1514.64
ORD-9326,2025-05-01,Homewares,Brisbane DC,Supplier D,24,24,0,0,0,0.303,216.25,2114.98
ORD-9327,2025-07-04,Appliances,Melbourne DC,Supplier C,13,11,1,5,0,0.217,167.61,4052.09
ORD-9328,2025-06-08,Homewares,Melbourne DC,Supplier B,18,18,0,0,1,0.367,176.93,1340.33
ORD-9329,2025-04-03,Homewares,Sydney DC,Supplier D,26,26,0,0,1,0.282,111.17,2702.2
ORD-9330,2025-04-06,Kitchen,Brisbane DC,Supplier D,17,17,0,0,0,0.363,101.52,1271.56
ORD-9331,2025-06-18,Homewares,Perth DC,Supplier D,24,24,0,0,1,0.468,203.32,1337.91
ORD-9332,2025-04-23,Kitchen,Perth DC,Supplier D,21,21,0,0,2,0.349,153.99,872.76
ORD-9333,2025-05-10,Electronics,Perth DC,Supplier C,20,20,0,0,0,0.202,199.51,5509.97
ORD-9334,2025-05-31,Kitchen,Melbourne DC,Supplier D,9,9,0,0,0,0.331,20.92,438.61
ORD-9335,2025-05-15,Appliances,Sydney DC,Supplier B,12,12,0,0,1,0.288,165.98,3319.07
ORD-9336,2025-06-11,Electronics,Perth DC,Supplier D,23,23,0,0,3,0.237,216.21,6212.33
ORD-9337,2025-07-02,Furniture,Sydney DC,Supplier B,5,5,0,0,1,0.417,82.13,2170.84
ORD-9338,2025-04-26,Homewares,Melbourne DC,Supplier D,25,25,0,0,1,0.456,142.91,3017.85
ORD-9339,2025-06-27,Outdoor,Melbourne DC,Supplier A,8,8,0,0,0,0.366,91.59,1405.86
ORD-9340,2025-06-12,Appliances,Melbourne DC,Supplier D,16,16,0,0,0,0.2,159.48,5381.35
ORD-9341,2025-06-05,Furniture,Brisbane DC,Supplier C,8,8,0,0,0,0.357,156.54,3644.54
ORD-9342,2025-06-11,Outdoor,Brisbane DC,Supplier D,13,13,0,0,0,0.446,201.1,2629.53
ORD-9343,2025-07-01,Outdoor,Perth DC,Supplier B,12,10,1,1,0,0.281,134.64,1922.28
ORD-9344,2025-04-13,Homewares,Melbourne DC,Supplier B,26,26,0,0,0,0.446,164.15,2582.42
ORD-9345,2025-04-25,Electronics,Sydney DC,Supplier C,16,15,1,1,0,0.364,248.2,4964.3
ORD-9346,2025-05-08,Outdoor,Perth DC,Supplier A,9,9,0,0,1,0.222,125.48,1273.21
ORD-9347,2025-04-13,Outdoor,Brisbane DC,Supplier C,12,12,0,0,1,0.316,155.25,1855.71
ORD-9348,2025-05-10,Homewares,Melbourne DC,Supplier C,23,23,0,0,3,0.445,128.2,2714.54
ORD-9349,2025-06-04,Electronics,Brisbane DC,Supplier C,22,22,0,0,4,0.166,292.35,5957.55
ORD-9350,2025-06-07,Appliances,Melbourne DC,Supplier D,11,11,0,0,2,0.286,142.11,3294.94
ORD-9351,2025-06-08,Kitchen,Brisbane DC,Supplier C,17,17,0,0,0,0.377,109.56,1349.2
ORD-9352,2025-06-17,Appliances,Perth DC,Supplier B,8,8,0,0,1,0.162,98.59,2258.5
ORD-9353,2025-05-03,Appliances,Melbourne DC,Supplier C,15,15,0,0,2,0.211,238.21,4790.39
ORD-9354,2025-05-14,Furniture,Brisbane DC,Supplier A,6,6,0,0,0,0.336,111.39,2630.44
ORD-9355,2025-04-24,Kitchen,Melbourne DC,Supplier C,14,14,0,0,1,0.42,90.81,654.41
ORD-9356,2025-04-11,Furniture,Perth DC,Supplier D,4,4,0,0,0,0.4,57.39,1757.9
ORD-9357,2025-05-21,Outdoor,Brisbane DC,Supplier D,7,7,0,0,1,0.357,95.21,1234.47
ORD-9358,2025-06-18,Furniture,Brisbane DC,Supplier B,11,10,1,4,3,0.369,197.45,5439.6
ORD-9359,2025-05-12,Furniture,Perth DC,Supplier C,8,8,0,0,0,0.332,126.19,3309.11
ORD-9360,2025-05-28,Outdoor,Sydney DC,Supplier A,13,13,0,0,0,0.356,142.44,2768.62
ORD-9361,2025-06-14,Appliances,Melbourne DC,Supplier B,18,18,0,0,1,0.225,269.23,5434.93
ORD-9362,2025-04-17,Furniture,Brisbane DC,Supplier A,10,10,0,0,1,0.34,209.28,4132.97
ORD-9363,2025-07-04,Appliances,Perth DC,Supplier A,10,10,0,0,1,0.359,139.08,3319.99
ORD-9364,2025-04-06,Homewares,Perth DC,Supplier D,25,24,1,1,0,0.519,82.23,1603.35
ORD-9365,2025-07-09,Appliances,Brisbane DC,Supplier D,17,17,0,0,2,0.216,216.16,5853.51
ORD-9366,2025-04-08,Outdoor,Perth DC,Supplier D,12,12,0,0,0,0.355,194.31,2413.66
ORD-9367,2025-06-10,Outdoor,Brisbane DC,Supplier C,15,15,0,0,1,0.232,160.47,2989.85
ORD-9368,2025-05-15,Appliances,Perth DC,Supplier C,7,4,1,3,0,0.227,115.82,2274.13
ORD-9369,2025-05-13,Kitchen,Perth DC,Supplier B,14,14,0,0,2,0.37,52.8,1192.49
ORD-9370,2025-05-07,Appliances,Sydney DC,Supplier A,9,9,0,0,0,0.22,123.51,2622.73
ORD-9371,2025-04-10,Appliances,Sydney DC,Supplier A,15,15,0,0,1,0.266,171.77,4653.93
ORD-9372,2025-06-04,Kitchen,Brisbane DC,Supplier D,18,18,0,0,0,0.429,37.79,1651.52
ORD-9373,2025-05-05,Appliances,Perth DC,Supplier A,16,16,0,0,0,0.18,217.96,4573.02
ORD-9374,2025-04-28,Outdoor,Perth DC,Supplier B,11,11,0,0,1,0.398,146.63,1908.08
ORD-9375,2025-04-01,Electronics,Melbourne DC,Supplier B,24,24,0,0,4,0.221,258.98,5248.39
ORD-9376,2025-06-27,Kitchen,Melbourne DC,Supplier A,21,19,1,1,0,0.415,184.6,1866.87
ORD-9377,2025-06-23,Electronics,Brisbane DC,Supplier D,22,22,0,0,3,0.223,285.94,6576.88
ORD-9378,2025-06-28,Appliances,Perth DC,Supplier D,13,13,0,0,1,0.172,155.39,3906.27
ORD-9379,2025-04-23,Kitchen,Melbourne DC,Supplier A,17,17,0,0,2,0.33,107.62,645.25
ORD-9380,2025-05-15,Outdoor,Melbourne DC,Supplier B,11,11,0,0,0,0.283,110.66,1996.52
ORD-9381,2025-05-09,Furniture,Sydney DC,Supplier C,11,11,0,0,0,0.369,228.95,4350.68
ORD-9382,2025-06-29,Electronics,Sydney DC,Supplier B,17,17,0,0,5,0.283,194.88,4518.79
ORD-9383,2025-06-21,Furniture,Perth DC,Supplier C,10,10,0,0,0,0.204,187.23,4263.35
ORD-9384,2025-05-11,Appliances,Melbourne DC,Supplier D,14,14,0,0,0,0.131,203.89,3963.12
ORD-9385,2025-05-18,Homewares,Sydney DC,Supplier A,23,20,1,3,1,0.301,256.55,1795.1
ORD-9386,2025-05-19,Homewares,Melbourne DC,Supplier A,20,20,0,0,0,0.356,126.33,1714.26
ORD-9387,2025-04-22,Kitchen,Sydney DC,Supplier D,17,17,0,0,0,0.299,107.2,1143.05
ORD-9388,2025-06-28,Electronics,Sydney DC,Supplier C,21,21,0,0,3,0.334,272.24,6035.92
ORD-9389,2025-04-27,Appliances,Brisbane DC,Supplier D,13,13,0,0,1,0.236,174.43,3957.34
