crm_record_id,lead_id,customer_id,created_date,lead_source,customer_journey_stage,owner_team,region,lead_count,qualified_lead_flag,opportunity_created,closed_won_count,closed_lost_count,callback_required,contact_attempts,estimated_pipeline_value_aud,realized_revenue_aud,days_to_contact,days_in_stage,priority_tier,notes_quality_score
CRM-2026-1172,L-61375,CUST-1426,2026-04-02,Referral,Proposal,Enterprise Team,VIC,5,1,1,0,0,0,3,7352.6,,0,12,Medium,0.9
CRM-2026-1173,L-73752,CUST-1204,2026-02-13,Referral,Contacted,SMB Team,SA,4,0,1,0,0,0,5,2429.68,286.13,0,9,High,0.94
CRM-2026-1174,,CUST-1821,2026-03-20,Referral,Contacted,SMB Team,NSW,5,0,1,0,0,1,2,1193.09,248.47,1,9,High,0.69
CRM-2026-1175,L-70139,CUST-1281,2026-02-22,Partner,Contacted,Enterprise Team,VIC,2,0,0,0,0,0,3,8937.26,982.51,0,1,Low,0.64
CRM-2026-1176,L-44565,CUST-1083,2026-03-06,Referral,Contacted,North Team,NSW,4,1,0,0,0,0,5,5715.13,,3,13,Medium,0.54
CRM-2026-1177,,CUST-1937,2026-04-08,Partner,Qualified,Enterprise Team,WA,7,1,0,0,0,1,2,5365.88,377.09,0,8,Strategic,0.84
CRM-2026-1178,L-85057,CUST-1477,2026-04-15,Email Nurture,Negotiation,Enterprise Team,WA,6,1,1,0,0,1,3,907.16,,0,10,Low,0.7
CRM-2026-1179,L-24249,CUST-1543,2026-02-23,Referral,Closed Lost,North Team,VIC,2,0,0,0,1,0,3,8036.1,1136.01,2,10,Medium,0.68
CRM-2026-1180,L-95155,CUST-1160,2026-04-08,Referral,Proposal,Enterprise Team,VIC,4,1,1,0,0,0,4,5616.63,,5,16,High,0.69
CRM-2026-1181,L-70289,CUST-1970,2026-01-06,Outbound,Negotiation,South Team,VIC,2,1,1,0,0,0,1,1597.94,,2,12,High,0.46
CRM-2026-1182,L-70101,CUST-1576,2026-04-06,Referral,Closed Won,South Team,SA,4,1,1,1,0,1,3,8409.34,7909.23,3,5,Strategic,0.69
CRM-2026-1183,L-37105,CUST-1877,2026-04-13,Website Form,Qualified,SMB Team,WA,2,1,0,0,0,0,4,2278.71,,2,9,High,0.5
CRM-2026-1184,L-52292,CUST-1657,2026-01-25,Referral,Proposal,North Team,VIC,6,1,1,0,0,0,2,1935.41,345.58,3,25,Medium,0.76
CRM-2026-1185,L-10835,CUST-1198,2026-04-15,Outbound,New Lead,North Team,SA,2,0,0,0,0,0,3,5151.62,,2,11,High,0.72
CRM-2026-1186,L-71646,CUST-1150,2026-04-21,Partner,Contacted,South Team,VIC,7,0,0,0,0,1,3,5043.31,,2,14,Medium,0.9
CRM-2026-1187,L-33956,CUST-1391,2026-01-17,Referral,New Lead,North Team,SA,4,1,0,0,0,0,1,522.88,,1,21,Low,0.46
CRM-2026-1188,L-14025,CUST-1218,2026-02-14,Website Form,Contacted,SMB Team,QLD,1,1,0,0,0,1,2,2847.09,,3,11,Medium,0.69
CRM-2026-1189,L-20748,CUST-1321,2026-01-31,Website Form,Closed Lost,North Team,NSW,7,0,0,0,1,0,3,2118.87,,4,11,High,0.95
CRM-2026-1190,L-27106,CUST-1779,2026-02-07,Event,New Lead,Enterprise Team,SA,5,0,0,0,0,0,2,3587.36,221.74,2,1,Medium,0.82
CRM-2026-1191,L-49422,CUST-1392,2026-01-15,Website Form,Negotiation,North Team,QLD,1,1,1,0,0,1,5,2407.44,401.13,0,8,Strategic,0.58
CRM-2026-1192,,CUST-1617,2026-02-03,Referral,Closed Won,SMB Team,VIC,3,1,1,1,0,0,2,5979.95,4739.5,0,7,Strategic,0.67
CRM-2026-1193,L-99941,CUST-1073,2026-03-14,Referral,Qualified,SMB Team,SA,2,1,1,0,0,0,4,3244.22,,0,3,High,0.5
CRM-2026-1194,L-55528,CUST-1295,2026-03-02,Partner,Contacted,SMB Team,NSW,1,1,0,0,0,1,2,4991.18,,2,8,High,0.55
CRM-2026-1195,L-42940,CUST-1546,2026-03-29,Website Form,Proposal,SMB Team,WA,5,1,1,0,0,1,3,2874.55,,0,2,Strategic,0.75
CRM-2026-1196,L-60341,CUST-1641,2026-01-30,Partner,Qualified,North Team,QLD,4,1,0,0,0,0,2,4457.4,,2,16,Low,0.71
CRM-2026-1197,L-37304,CUST-1463,2026-03-09,Event,Contacted,SMB Team,WA,1,0,0,0,0,0,2,3544.64,293.04,1,12,High,0.78
CRM-2026-1198,L-11893,CUST-1441,2026-02-13,Website Form,New Lead,North Team,NSW,3,1,0,0,0,1,5,1431.27,,0,5,Low,0.81
CRM-2026-1199,L-68032,CUST-1386,2026-02-16,Email Nurture,Qualified,Enterprise Team,SA,4,1,0,0,0,0,4,2429.08,,2,1,High,0.83
CRM-2026-1200,L-14551,CUST-1775,2026-03-05,Website Form,Contacted,North Team,QLD,2,1,0,0,0,1,2,1868.25,368.73,5,7,Medium,0.78
CRM-2026-1201,L-63463,CUST-1972,2026-02-28,Website Form,Proposal,South Team,NSW,3,1,1,0,0,1,6,3338.18,,3,20,High,0.56
CRM-2026-1202,L-96551,CUST-1367,2026-01-08,Referral,New Lead,North Team,VIC,3,0,0,0,0,0,3,8794.62,,1,10,Medium,0.87
CRM-2026-1203,L-84854,CUST-1296,2026-01-30,Event,New Lead,Enterprise Team,WA,3,0,0,0,0,0,4,4156.55,465.09,5,17,Strategic,0.59
CRM-2026-1204,L-11132,CUST-1371,2026-01-30,Email Nurture,New Lead,Enterprise Team,VIC,5,0,0,0,0,1,3,215.89,,2,20,Medium,0.54
CRM-2026-1205,L-34845,CUST-1758,2026-04-20,Website Form,Contacted,North Team,SA,4,0,1,0,0,1,6,2935.03,,1,11,Medium,0.95
CRM-2026-1206,L-75522,CUST-1625,2026-02-15,Email Nurture,Contacted,Enterprise Team,SA,2,0,0,0,0,1,4,1170.89,,0,12,Strategic,0.59
CRM-2026-1207,L-54722,CUST-1140,2026-03-27,Event,Closed Lost,North Team,SA,4,0,0,0,1,1,5,2122.09,,3,13,High,0.58
CRM-2026-1208,L-53723,CUST-1483,2026-02-01,Referral,Qualified,North Team,NSW,3,1,0,0,0,0,2,2829.44,410.01,5,21,Low,0.5
CRM-2026-1209,L-99787,CUST-1168,2026-03-05,Website Form,Closed Won,North Team,NSW,3,1,1,1,0,0,4,2526.02,2533.21,2,4,Medium,0.49
CRM-2026-1210,L-73248,CUST-1758,2026-03-18,Outbound,Qualified,Enterprise Team,SA,4,1,0,0,0,0,4,2919.76,613.63,1,6,Medium,0.71
CRM-2026-1211,L-96148,CUST-1834,2026-04-04,Email Nurture,Proposal,SMB Team,NSW,4,1,1,0,0,0,1,1537.96,187.25,2,16,High,0.78
CRM-2026-1212,L-50167,CUST-1793,2026-04-01,Email Nurture,New Lead,South Team,WA,3,1,0,0,0,0,5,1020.25,,3,5,High,0.52
CRM-2026-1213,L-46445,CUST-1173,2026-04-15,Website Form,Closed Won,North Team,SA,4,1,1,1,0,1,4,,1969.35,3,10,High,0.89
CRM-2026-1214,L-14792,CUST-1686,2026-03-05,Website Form,Qualified,South Team,WA,2,1,0,0,0,1,8,1929.23,333.03,3,5,Medium,0.84
CRM-2026-1215,L-99367,CUST-1977,2026-04-09,Email Nurture,Qualified,Enterprise Team,NSW,3,1,0,0,0,0,4,1824.95,420.79,2,5,Low,0.82
CRM-2026-1216,L-51954,CUST-1631,2026-01-03,Partner,New Lead,South Team,VIC,3,0,1,0,0,1,6,5783.94,,0,9,Medium,0.95
CRM-2026-1217,,CUST-1258,2026-01-29,Referral,New Lead,South Team,VIC,1,0,1,0,0,0,3,1785.83,,1,2,Strategic,0.94
CRM-2026-1218,L-36393,CUST-1136,2026-03-05,Outbound,Qualified,SMB Team,NSW,6,1,0,0,0,0,2,3450.67,846.44,4,4,Low,0.45
CRM-2026-1219,L-53890,CUST-1842,2026-03-20,Email Nurture,Negotiation,SMB Team,SA,3,1,1,0,0,1,2,1310.5,,0,13,Low,0.85
CRM-2026-1220,L-42376,CUST-1370,2026-04-17,Website Form,New Lead,South Team,VIC,4,0,0,0,0,0,1,2177.41,168.12,5,17,Medium,0.6
CRM-2026-1221,L-84702,CUST-1714,2026-01-05,Referral,New Lead,SMB Team,QLD,6,0,0,0,0,0,1,3253.87,,2,5,Low,0.96
CRM-2026-1222,L-14782,CUST-1281,2026-04-15,Outbound,New Lead,SMB Team,QLD,4,0,0,0,0,0,3,4198.32,,3,8,Medium,0.64
CRM-2026-1223,L-12413,CUST-1289,2026-03-13,Website Form,Proposal,North Team,SA,2,1,1,0,0,0,3,2521.92,,2,25,High,0.54
CRM-2026-1224,L-23777,CUST-1458,2026-03-15,Event,Proposal,North Team,QLD,4,1,1,0,0,1,2,3412.08,,1,17,Strategic,0.81
CRM-2026-1225,L-28161,CUST-1280,2026-01-29,Partner,Qualified,SMB Team,SA,5,1,1,0,0,0,5,6321.89,,2,18,Medium,0.46
CRM-2026-1226,L-26448,CUST-1275,2026-01-11,partner,New Lead,Enterprise Team,WA,5,1,0,0,0,0,3,2367.0,,1,9,Strategic,0.67
CRM-2026-1227,L-46486,CUST-1021,2026-03-05,Outbound,New Lead,North Team,QLD,3,0,0,0,0,0,1,4068.2,,3,25,Strategic,0.54
CRM-2026-1228,L-93656,CUST-1022,2026-02-08,Website Form,New Lead,SMB Team,NSW,5,0,0,0,0,0,2,1477.24,,3,14,Strategic,0.77
CRM-2026-1229,L-91426,CUST-1375,2026-04-09,Outbound,New Lead,North Team,QLD,6,0,1,0,0,0,2,4917.57,,2,4,Strategic,0.48
CRM-2026-1230,L-68453,CUST-1414,2026-02-22,Referral,Closed Won,South Team,VIC,6,1,1,1,0,1,4,2377.49,2341.12,5,11,Medium,0.51
CRM-2026-1231,L-30607,CUST-1875,2026-04-18,Website Form,Qualified,North Team,QLD,3,1,0,0,0,0,4,4707.06,,2,28,Medium,0.59
CRM-2026-1232,L-23201,CUST-1691,2026-02-15,email nurture,Proposal,North Team,QLD,6,1,1,0,0,0,2,1699.43,,0,2,High,0.61
CRM-2026-1233,L-17869,CUST-1908,2026-01-26,Referral,New Lead,SMB Team,WA,4,0,0,0,0,0,5,2869.06,262.03,0,6,High,0.78
CRM-2026-1234,L-27733,CUST-1624,2026-03-22,Outbound,Closed Lost,Enterprise Team,WA,2,0,0,0,1,1,5,4691.82,,0,15,Strategic,0.82
CRM-2026-1235,L-89332,CUST-1600,2026-03-02,Partner,Contacted,Enterprise Team,QLD,4,1,0,0,0,1,4,2878.62,,1,12,Low,0.79
CRM-2026-1236,L-36205,CUST-1994,2026-02-03,Email Nurture,Negotiation,North Team,WA,6,1,1,0,0,0,3,3112.88,,1,8,Strategic,0.76
CRM-2026-1237,L-64213,CUST-1245,2026-04-08,Outbound,Qualified,South Team,QLD,5,1,0,0,0,0,3,4174.8,,6,15,Medium,0.49
CRM-2026-1238,L-75294,CUST-1620,2026-03-31,Referral,Negotiation,South Team,SA,3,1,1,0,0,0,4,6383.41,,3,13,High,0.62
CRM-2026-1239,L-93151,CUST-1791,2026-04-17,Website Form,Contacted,South Team,NSW,2,0,0,0,0,0,4,3483.12,,1,19,Medium,0.91
CRM-2026-1240,L-10055,CUST-1252,2026-02-23,Partner,New Lead,South Team,VIC,1,0,1,0,0,0,2,5354.8,,1,17,High,0.65
CRM-2026-1241,L-13196,CUST-1336,2026-03-05,Referral,Qualified,SMB Team,VIC,3,1,0,0,0,0,3,2614.5,,3,22,Medium,0.9
CRM-2026-1242,L-22884,CUST-1392,2026-03-01,Outbound,New Lead,North Team,NSW,3,1,0,0,0,0,2,4193.97,,0,6,Medium,0.5
CRM-2026-1243,L-47289,CUST-1100,2026-02-23,Website Form,Qualified,SMB Team,NSW,4,1,1,0,0,1,2,1856.29,,3,12,Medium,0.71
CRM-2026-1244,L-18077,CUST-1650,2026-01-14,Outbound,Contacted,Enterprise Team,NSW,6,0,0,0,0,0,1,3559.77,,0,22,High,0.88
CRM-2026-1245,L-57965,CUST-1277,2026-02-10,Email Nurture,Negotiation,Enterprise Team,NSW,2,1,1,0,0,1,1,912.06,,2,15,Medium,0.81
CRM-2026-1246,L-87470,CUST-1553,2026-01-04,Referral,Closed Lost,North Team,WA,4,0,0,0,1,0,1,3596.6,,2,2,High,0.68
CRM-2026-1247,L-65989,CUST-1481,2026-01-05,Referral,Proposal,Enterprise Team,WA,5,1,1,0,0,0,3,2947.28,,0,9,Medium,0.86
CRM-2026-1248,L-19425,CUST-1413,2026-04-13,Website Form,Negotiation,North Team,SA,5,1,1,0,0,0,2,3307.36,780.54,6,9,High,0.85
CRM-2026-1249,L-84163,CUST-1851,2026-02-27,Event,Contacted,North Team,QLD,3,0,0,0,0,1,1,4052.78,,4,11,Medium,0.6
CRM-2026-1250,L-64639,CUST-1083,2026-03-24,Partner,Closed Won,Enterprise Team,SA,2,1,1,1,0,0,2,7618.54,6880.24,2,8,Low,0.83
CRM-2026-1251,L-45645,CUST-1462,2026-03-02,Email Nurture,Negotiation,North Team,QLD,2,1,1,0,0,1,4,1833.29,,3,3,Low,0.67
CRM-2026-1252,L-37328,CUST-1661,2026-01-04,Outbound,Qualified,Enterprise Team,VIC,2,1,0,0,0,0,4,3378.39,196.14,0,14,Medium,0.69
CRM-2026-1253,L-72363,CUST-1922,2026-01-04,Partner,Negotiation,North Team,VIC,4,1,1,0,0,0,3,3636.56,385.24,1,21,High,0.96
CRM-2026-1254,L-22516,CUST-1574,2026-04-04,Event,Proposal,South Team,QLD,3,1,1,0,0,1,1,1988.62,,4,15,High,0.53
CRM-2026-1255,L-44012,CUST-1151,2026-02-25,email nurture,Contacted,Enterprise Team,VIC,3,0,1,0,0,0,3,3560.71,,0,2,Medium,0.94
CRM-2026-1256,L-35651,CUST-1639,2026-03-30,Outbound,New Lead,North Team,WA,4,0,0,0,0,0,4,2608.69,,1,13,Medium,0.89
CRM-2026-1257,L-24728,CUST-1742,2026-04-13,Website Form,Contacted,SMB Team,SA,4,0,1,0,0,0,1,3803.62,500.59,1,15,Low,0.73
CRM-2026-1258,L-27157,CUST-1509,2026-04-08,Email Nurture,Contacted,South Team,VIC,5,0,1,0,0,1,3,3230.87,661.85,6,5,Low,0.96
CRM-2026-1259,L-68418,CUST-1786,2026-04-09,Email Nurture,Contacted,SMB Team,QLD,4,0,0,0,0,1,1,3066.19,,5,7,Strategic,0.8
CRM-2026-1260,L-56193,CUST-1338,2026-01-03,Referral,Contacted,South Team,SA,6,0,0,0,0,0,3,7234.83,,0,8,Low,0.95
CRM-2026-1261,,CUST-1860,2026-01-21,Website Form,Contacted,South Team,SA,4,0,0,0,0,0,2,1804.1,440.94,1,6,Medium,0.53
CRM-2026-1262,L-11597,CUST-1336,2026-01-04,Partner,New Lead,SMB Team,NSW,4,1,0,0,0,0,2,7444.41,1642.83,1,26,Medium,0.81
CRM-2026-1263,,CUST-1570,2026-02-24,Website Form,Negotiation,North Team,QLD,4,1,1,0,0,0,3,1824.69,,3,11,High,0.94
CRM-2026-1264,L-23866,CUST-1056,2026-02-15,Email Nurture,Qualified,South Team,VIC,2,1,1,0,0,1,4,2638.35,,0,7,Medium,0.86
CRM-2026-1265,L-89305,CUST-1079,2026-04-02,Website Form,New Lead,Enterprise Team,NSW,5,0,0,0,0,0,2,2504.93,,0,13,Medium,0.82
CRM-2026-1266,L-54458,CUST-1420,2026-02-03,Outbound,Qualified,North Team,VIC,6,1,0,0,0,0,3,6999.12,,3,6,High,0.72
CRM-2026-1267,L-19677,CUST-1079,2026-03-13,Website Form,Proposal,South Team,QLD,3,1,1,0,0,0,2,3334.45,,4,10,Low,0.55
CRM-2026-1268,L-66888,CUST-1656,2026-02-03,Outbound,Qualified,Enterprise Team,QLD,2,1,0,0,0,0,3,3484.49,,2,6,Medium,0.61
CRM-2026-1269,L-71918,CUST-1570,2026-03-11,Partner,Closed Won,South Team,VIC,3,1,1,1,0,0,3,3354.09,2930.98,2,6,Low,0.79
CRM-2026-1270,,CUST-1043,2026-02-26,Website Form,New Lead,Enterprise Team,QLD,5,1,1,0,0,0,5,1509.26,,0,3,High,0.78
CRM-2026-1271,L-33671,CUST-1066,2026-03-18,Referral,Negotiation,North Team,VIC,4,1,1,0,0,0,2,4857.37,,2,13,Medium,0.56
CRM-2026-1272,L-10916,CUST-1684,2026-02-27,Outbound,Qualified,SMB Team,WA,4,1,1,0,0,0,1,4889.6,,4,13,Medium,0.87
CRM-2026-1273,L-78112,CUST-1891,2026-01-19,Website Form,Contacted,South Team,QLD,8,0,0,0,0,0,3,2687.64,291.56,1,5,Medium,0.9
CRM-2026-1274,L-82154,CUST-1859,2026-02-09,Outbound,contacted,Enterprise Team,QLD,6,0,0,0,0,1,5,3971.06,,3,12,High,0.66
CRM-2026-1275,L-66414,CUST-1544,2026-01-26,Website Form,New Lead,Enterprise Team,VIC,4,1,1,0,0,1,3,1729.6,,4,13,High,0.77
CRM-2026-1276,L-39048,CUST-1213,2026-03-12,Referral,Closed Won,SMB Team,QLD,1,1,1,1,0,1,2,6004.82,6813.38,3,12,Strategic,0.85
CRM-2026-1277,L-24677,CUST-1170,2026-04-10,Outbound,Proposal,South Team,QLD,5,1,1,0,0,1,6,4704.26,,1,14,High,0.8
CRM-2026-1278,L-15607,CUST-1130,2026-03-13,Outbound,Proposal,North Team,WA,4,1,1,0,0,0,5,4779.92,1181.91,3,4,High,0.71
CRM-2026-1279,L-36962,CUST-1686,2026-03-29,Website Form,New Lead,Enterprise Team,VIC,5,1,1,0,0,0,1,,,0,10,Low,0.62
CRM-2026-1280,L-56514,CUST-1106,2026-01-13,Referral,Contacted,Enterprise Team,WA,3,0,0,0,0,0,2,4321.76,,1,14,Medium,0.63
CRM-2026-1281,L-68784,CUST-1169,2026-01-18,Email Nurture,Qualified,South Team,QLD,3,1,0,0,0,0,2,849.67,93.91,3,6,Strategic,0.55
CRM-2026-1282,L-93629,CUST-1662,2026-04-09,Outbound,New Lead,South Team,SA,8,0,0,0,0,1,4,5030.84,,3,9,Medium,0.74
CRM-2026-1283,L-59306,CUST-1866,2026-03-16,Website Form,Qualified,Enterprise Team,SA,2,1,1,0,0,0,3,4149.47,,1,7,Medium,0.69
CRM-2026-1284,L-66494,CUST-1000,2026-03-02,Referral,qualified,Enterprise Team,WA,2,1,0,0,0,0,7,1615.86,,2,20,Medium,0.84
CRM-2026-1285,L-37114,CUST-1618,2026-03-13,Website Form,Proposal,SMB Team,QLD,2,1,1,0,0,0,2,2867.4,,1,3,Medium,0.66
CRM-2026-1286,,CUST-1394,2026-03-23,Referral,New Lead,South Team,SA,2,1,0,0,0,1,2,3287.59,,2,5,Medium,0.84
CRM-2026-1287,,CUST-1000,2026-04-05,Referral,Closed Lost,South Team,VIC,7,0,1,0,1,0,3,5429.0,,1,22,Medium,0.79
CRM-2026-1288,L-87518,CUST-1463,2026-01-05,Website Form,Qualified,SMB Team,SA,4,1,0,0,0,0,2,2748.55,,2,7,Medium,0.53
CRM-2026-1289,L-48492,CUST-1811,2026-01-22,Email Nurture,Closed Lost,SMB Team,NSW,4,0,0,0,1,1,2,1574.25,,2,10,Strategic,0.79
CRM-2026-1290,L-27671,CUST-1796,2026-03-02,Website Form,Closed Won,South Team,WA,3,1,1,1,0,1,3,1748.46,1624.12,3,6,High,0.75
CRM-2026-1291,L-64471,CUST-1961,2026-02-07,Email Nurture,Proposal,North Team,VIC,6,1,1,0,0,1,2,2020.77,,1,7,Medium,0.58
CRM-2026-1292,L-92681,CUST-1113,2026-01-21,Referral,Qualified,South Team,QLD,4,1,1,0,0,0,4,6614.03,,3,15,Medium,0.83
CRM-2026-1293,,CUST-1318,2026-04-02,Referral,New Lead,Enterprise Team,SA,4,0,1,0,0,0,4,6255.32,,1,7,Medium,0.65
CRM-2026-1294,L-35395,CUST-1746,2026-03-10,Outbound,Contacted,North Team,VIC,7,0,0,0,0,0,2,4706.8,,3,15,Strategic,0.93
CRM-2026-1295,L-98952,CUST-1060,2026-01-21,Email Nurture,qualified,North Team,NSW,6,1,0,0,0,0,3,2512.85,,0,10,Medium,0.7
CRM-2026-1296,L-37315,CUST-1098,2026-01-22,Event,New Lead,South Team,WA,4,1,0,0,0,0,5,2307.53,,1,23,High,0.96
CRM-2026-1297,L-52940,CUST-1121,2026-04-08,Website Form,Qualified,South Team,QLD,4,1,1,0,0,0,2,1802.02,,3,13,Medium,0.64
CRM-2026-1298,L-83527,CUST-1079,2026-03-14,Partner,Qualified,Enterprise Team,QLD,2,1,0,0,0,0,2,3404.47,,2,8,Medium,0.75
CRM-2026-1299,L-48333,CUST-1387,2026-02-23,Referral,Contacted,Enterprise Team,NSW,3,1,0,0,0,0,2,5405.07,,0,20,Medium,0.81
CRM-2026-1300,L-69567,CUST-1926,2026-04-17,Referral,Proposal,North Team,QLD,4,1,1,0,0,1,4,2056.13,,0,22,High,0.63
CRM-2026-1301,L-27939,CUST-1561,2026-02-04,Website Form,New Lead,Enterprise Team,VIC,3,0,0,0,0,0,2,3033.83,229.1,3,9,High,0.89
CRM-2026-1302,L-71009,CUST-1665,2026-02-11,Email Nurture,Proposal,North Team,WA,4,1,1,0,0,0,1,1879.44,,2,8,Medium,0.91
CRM-2026-1303,L-84311,CUST-1983,2026-02-10,Partner,Closed Won,South Team,VIC,4,1,1,1,0,1,2,4946.95,5183.16,4,5,Medium,0.55
CRM-2026-1304,,CUST-1220,2026-03-25,Outbound,Closed Lost,SMB Team,SA,3,0,0,0,1,1,6,5961.83,,4,2,Medium,0.66
CRM-2026-1305,L-65048,CUST-1111,2026-04-16,Website Form,Contacted,Enterprise Team,QLD,4,0,0,0,0,1,2,970.17,,3,25,High,0.96
CRM-2026-1306,L-56733,CUST-1763,2026-01-03,Outbound,Closed Lost,Enterprise Team,NSW,5,0,1,0,1,0,1,4789.19,1089.76,3,8,Strategic,0.61
CRM-2026-1307,L-91614,CUST-1855,2026-01-13,Website Form,New Lead,Enterprise Team,VIC,5,0,0,0,0,0,3,1445.21,,4,16,Strategic,0.84
CRM-2026-1308,L-40048,CUST-1998,2026-04-04,Website Form,Closed Won,North Team,WA,6,1,1,1,0,0,3,1487.21,1379.3,0,11,High,0.86
CRM-2026-1309,L-60949,CUST-1924,2026-02-28,Website Form,Qualified,North Team,SA,6,1,1,0,0,0,3,2116.14,,1,6,Strategic,0.92
CRM-2026-1310,L-16050,CUST-1944,2026-04-01,Referral,Closed Won,North Team,SA,6,1,1,1,0,0,2,3907.0,3624.31,2,23,Low,0.6
CRM-2026-1311,,CUST-1574,2026-02-21,Email Nurture,Proposal,Enterprise Team,SA,7,1,1,0,0,1,2,310.97,,0,5,Medium,0.96
CRM-2026-1312,,CUST-1912,2026-01-25,Partner,Negotiation,South Team,WA,5,1,1,0,0,1,5,2966.19,,3,19,Medium,0.81
CRM-2026-1313,L-65609,CUST-1146,2026-02-02,Event,New Lead,South Team,WA,5,0,0,0,0,0,5,2885.19,,4,10,High,0.6
CRM-2026-1314,L-60886,CUST-1000,2026-04-06,Email Nurture,Contacted,Enterprise Team,NSW,2,0,0,0,0,1,2,3046.71,411.31,5,5,Medium,0.57
CRM-2026-1315,L-27718,CUST-1321,2026-02-13,Outbound,Contacted,South Team,SA,2,0,0,0,0,1,8,,,7,10,Medium,0.93
CRM-2026-1316,L-68715,CUST-1232,2026-04-11,Email Nurture,Closed Lost,SMB Team,VIC,4,0,0,0,1,0,2,1809.67,,1,7,Medium,0.72
CRM-2026-1317,L-58791,CUST-1187,2026-01-09,Partner,Qualified,North Team,WA,6,1,0,0,0,1,5,7429.46,,0,9,Medium,0.97
CRM-2026-1318,L-35557,CUST-1303,2026-01-18,Referral,Qualified,South Team,QLD,3,1,0,0,0,1,7,2111.91,,3,7,Medium,0.58
CRM-2026-1319,L-58692,CUST-1876,2026-04-02,Outbound,New Lead,North Team,WA,3,0,1,0,0,1,3,4130.8,,0,1,Low,0.55
CRM-2026-1320,,CUST-1891,2026-03-03,Website Form,Contacted,SMB Team,NSW,4,0,0,0,0,0,2,2445.01,,2,18,Low,0.78
CRM-2026-1321,L-53372,CUST-1102,2026-01-04,Referral,new_lead,SMB Team,QLD,3,0,0,0,0,0,3,8322.75,1387.27,0,5,High,0.64
CRM-2026-1322,L-80375,CUST-1045,2026-01-03,Referral,Qualified,North Team,NSW,1,1,0,0,0,1,5,2497.37,,2,6,High,0.64
CRM-2026-1323,L-42747,CUST-1230,2026-02-19,Email Nurture,New Lead,Enterprise Team,WA,6,0,0,0,0,0,6,3184.46,,2,37,Strategic,0.73
CRM-2026-1324,,CUST-1653,2026-01-14,Referral,New Lead,South Team,SA,8,0,1,0,0,1,6,9225.21,,0,10,Low,0.8
CRM-2026-1325,L-78449,CUST-1262,2026-03-12,Outbound,Proposal,North Team,WA,5,1,1,0,0,0,3,4009.87,992.11,3,12,Medium,0.56
CRM-2026-1326,L-32485,CUST-1076,2026-02-08,Referral,Negotiation,North Team,QLD,2,1,1,0,0,0,5,5310.24,,0,3,High,0.79
CRM-2026-1327,L-66440,CUST-1718,2026-02-03,Outbound,New Lead,Enterprise Team,QLD,5,0,1,0,0,0,3,5511.51,,0,20,Medium,0.71
CRM-2026-1328,L-16553,CUST-1757,2026-01-11,Outbound,Contacted,South Team,VIC,4,0,0,0,0,1,3,2076.07,314.58,2,8,Medium,0.76
CRM-2026-1329,L-67183,CUST-1869,2026-04-17,Partner,Proposal,SMB Team,WA,4,1,1,0,0,1,4,,,0,19,Strategic,0.88
CRM-2026-1330,L-22204,CUST-1369,2026-04-11,Partner,Proposal,North Team,NSW,5,1,1,0,0,0,2,,,3,8,High,0.9
CRM-2026-1331,L-62800,CUST-1325,2026-01-21,Event,New Lead,South Team,SA,2,1,0,0,0,0,4,5157.73,,3,5,Medium,0.74
CRM-2026-1332,L-14676,CUST-1969,2026-02-19,Outbound,Contacted,South Team,SA,10,0,0,0,0,1,4,4055.59,,5,26,Medium,0.67
CRM-2026-1333,L-84092,CUST-1820,2026-03-23,Referral,Qualified,Enterprise Team,SA,6,1,0,0,0,0,2,4984.21,581.67,1,3,High,0.78
CRM-2026-1334,,CUST-1691,2026-01-05,Outbound,Qualified,Enterprise Team,WA,1,1,0,0,0,0,3,5168.12,,4,10,High,0.74
CRM-2026-1335,L-24690,CUST-1195,2026-01-22,Website Form,Qualified,South Team,SA,4,1,0,0,0,0,7,3410.36,,0,12,Strategic,0.66
CRM-2026-1336,L-58621,CUST-1657,2026-01-26,Email Nurture,Contacted,Enterprise Team,NSW,3,0,0,0,0,1,1,,,1,4,Medium,0.89
CRM-2026-1337,,CUST-1522,2026-02-25,Referral,Proposal,SMB Team,WA,4,1,1,0,0,0,2,4316.46,,3,11,Medium,0.81
CRM-2026-1338,L-80560,CUST-1547,2026-02-04,partner,Contacted,North Team,VIC,10,1,0,0,0,1,4,1548.94,,6,6,Low,0.55
CRM-2026-1339,L-96130,CUST-1262,2026-01-26,Event,Qualified,SMB Team,QLD,4,1,0,0,0,0,6,4098.33,,0,3,Medium,0.52
CRM-2026-1340,L-16984,CUST-1955,2026-03-18,Referral,Proposal,North Team,NSW,6,1,1,0,0,0,3,1535.94,,0,4,Medium,0.51
CRM-2026-1341,L-36467,CUST-1830,2026-03-15,Outbound,Proposal,North Team,SA,7,1,1,0,0,1,1,4137.47,,0,20,High,0.93
CRM-2026-1342,L-56947,CUST-1308,2026-02-07,website form,Qualified,Enterprise Team,WA,3,1,0,0,0,0,4,1014.17,52.95,1,6,Low,0.48
CRM-2026-1343,L-75077,CUST-1720,2026-02-09,Referral,Closed Won,Enterprise Team,NSW,5,1,1,1,0,1,5,5198.68,4798.16,3,3,Low,0.53
CRM-2026-1344,L-20528,CUST-1542,2026-04-16,Referral,Contacted,Enterprise Team,SA,1,0,1,0,0,0,3,3740.84,,0,12,Medium,0.69
